Date,High,Low,Open,Close,Volume,Adj Close
2020-03-04,303.3999938964844,293.1300048828125,296.44000244140625,302.739990234375,54794600.0,301.9226989746094
2020-03-05,299.54998779296875,291.4100036621094,295.5199890136719,292.9200134277344,46893200.0,292.12921142578125
2020-03-06,290.82000732421875,281.2300109863281,282.0,289.0299987792969,56544200.0,288.2497253417969
2020-03-09,278.0899963378906,263.0,263.75,266.1700134277344,71686200.0,265.4514465332031
2020-03-10,286.44000244140625,269.3699951171875,277.1400146484375,285.3399963378906,71322500.0,284.5696716308594
2020-03-11,281.2200012207031,271.8599853515625,277.3900146484375,275.42999267578125,63899700.0,274.6864318847656
2020-03-12,270.0,248.0,255.94000244140625,248.22999572753906,104618500.0,247.5598602294922
2020-03-13,279.9200134277344,252.9499969482422,264.8900146484375,277.9700012207031,92683000.0,277.2195739746094
2020-03-16,259.0799865722656,240.0,241.9499969482422,242.2100067138672,80605900.0,241.55612182617188
2020-03-17,257.6099853515625,238.39999389648438,247.50999450683594,252.86000061035156,81014000.0,252.1773681640625
2020-03-18,250.0,237.1199951171875,239.77000427246094,246.6699981689453,75058400.0,246.0040740966797
2020-03-19,252.83999633789062,242.61000061035156,247.38999938964844,244.77999877929688,67964300.0,244.11917114257812
2020-03-20,251.8300018310547,228.0,247.17999267578125,229.24000549316406,100423300.0,228.6211395263672
2020-03-23,228.5,212.61000061035156,228.0800018310547,224.3699951171875,84188200.0,223.76426696777344
2020-03-24,247.69000244140625,234.3000030517578,236.36000061035156,246.8800048828125,71882800.0,246.21351623535156
2020-03-25,258.25,244.3000030517578,250.75,245.52000427246094,75900500.0,244.857177734375
2020-03-26,258.67999267578125,246.36000061035156,246.52000427246094,258.44000244140625,63021800.0,257.7423095703125
2020-03-27,255.8699951171875,247.0500030517578,252.75,247.74000549316406,51054200.0,247.07118225097656
2020-03-30,255.52000427246094,249.39999389648438,250.74000549316406,254.80999755859375,41994100.0,254.12210083007812
2020-03-31,262.489990234375,252.0,255.60000610351562,254.2899932861328,49250500.0,253.60350036621094
2020-04-01,248.72000122070312,239.1300048828125,246.5,240.91000366210938,44054600.0,240.25962829589844
2020-04-02,245.14999389648438,236.89999389648438,240.33999633789062,244.92999267578125,41483500.0,244.26876831054688
2020-04-03,245.6999969482422,238.97000122070312,242.8000030517578,241.41000366210938,32470000.0,240.75827026367188
2020-04-06,263.1099853515625,249.3800048828125,250.89999389648438,262.4700012207031,50455100.0,261.76141357421875
2020-04-07,271.70001220703125,259.0,270.79998779296875,259.42999267578125,50721800.0,258.7296142578125
2020-04-08,267.3699951171875,261.2300109863281,262.739990234375,266.07000732421875,42223800.0,265.3517150878906
2020-04-09,270.07000732421875,264.70001220703125,268.70001220703125,267.989990234375,40529100.0,267.2665100097656
2020-04-13,273.70001220703125,265.8299865722656,268.30999755859375,273.25,32755700.0,272.5123291015625
2020-04-14,288.25,278.04998779296875,280.0,287.04998779296875,48748700.0,286.2750549316406
2020-04-15,286.3299865722656,280.6300048828125,282.3999938964844,284.42999267578125,32788600.0,283.6621398925781
2020-04-16,288.20001220703125,282.3500061035156,287.3800048828125,286.69000244140625,39281300.0,285.9160461425781
2020-04-17,286.95001220703125,276.8599853515625,284.69000244140625,282.79998779296875,53812500.0,282.0365295410156
2020-04-20,281.67999267578125,276.8500061035156,277.95001220703125,276.92999267578125,32503800.0,276.182373046875
2020-04-21,277.25,265.42999267578125,276.2799987792969,268.3699951171875,45247900.0,267.6454772949219
2020-04-22,277.8999938964844,272.20001220703125,273.6099853515625,276.1000061035156,29264300.0,275.3546142578125
2020-04-23,281.75,274.8699951171875,275.8699951171875,275.0299987792969,31203600.0,274.2875061035156
2020-04-24,283.010009765625,277.0,277.20001220703125,282.9700012207031,31627200.0,282.2060852050781
2020-04-27,284.5400085449219,279.95001220703125,281.79998779296875,283.1700134277344,29271900.0,282.4055480957031
2020-04-28,285.8299865722656,278.20001220703125,285.0799865722656,278.5799865722656,28001200.0,277.8279113769531
2020-04-29,289.6700134277344,283.8900146484375,284.7300109863281,287.7300109863281,34320200.0,286.9532470703125
2020-04-30,294.5299987792969,288.3500061035156,289.9599914550781,293.79998779296875,45457600.0,293.0068359375
2020-05-01,299.0,285.8500061035156,286.25,289.07000732421875,60154200.0,288.28961181640625
2020-05-04,293.69000244140625,286.32000732421875,289.1700134277344,293.1600036621094,33392000.0,292.3685607910156
2020-05-05,301.0,294.4599914550781,295.05999755859375,297.55999755859375,36937800.0,296.7566833496094
2020-05-06,303.239990234375,298.8699951171875,300.4599914550781,300.6300048828125,35583400.0,299.8183898925781
2020-05-07,305.1700134277344,301.9700012207031,303.2200012207031,303.739990234375,28803800.0,302.91998291015625
2020-05-08,310.3500061035156,304.2900085449219,305.6400146484375,310.1300048828125,33512000.0,310.1300048828125
2020-05-11,317.04998779296875,307.239990234375,308.1000061035156,315.010009765625,36405900.0,315.010009765625
2020-05-12,319.69000244140625,310.9100036621094,317.8299865722656,311.4100036621094,40575300.0,311.4100036621094
2020-05-13,315.95001220703125,303.2099914550781,312.1499938964844,307.6499938964844,50155600.0,307.6499938964844
2020-05-14,309.7900085449219,301.5299987792969,304.510009765625,309.5400085449219,39732300.0,309.5400085449219
2020-05-15,307.8999938964844,300.2099914550781,300.3500061035156,307.7099914550781,41587100.0,307.7099914550781
2020-05-18,316.5,310.32000732421875,313.1700134277344,314.9599914550781,33843100.0,314.9599914550781
2020-05-19,318.5199890136719,313.010009765625,315.0299987792969,313.1400146484375,25432400.0,313.1400146484375
2020-05-20,319.5199890136719,316.5199890136719,316.67999267578125,319.2300109863281,27876200.0,319.2300109863281
2020-05-21,320.8900146484375,315.8699951171875,318.6600036621094,316.8500061035156,25672200.0,316.8500061035156
2020-05-22,319.2300109863281,315.3500061035156,315.7699890136719,318.8900146484375,20450800.0,318.8900146484375
2020-05-26,324.239990234375,316.5,323.5,316.7300109863281,31380500.0,316.7300109863281
2020-05-27,318.7099914550781,313.0899963378906,316.1400146484375,318.1099853515625,28236300.0,318.1099853515625
2020-05-28,323.44000244140625,315.6300048828125,316.7699890136719,318.25,33390200.0,318.25
2020-05-29,321.1499938964844,316.4700012207031,319.25,317.94000244140625,38399500.0,317.94000244140625
2020-06-01,322.3500061035156,317.2099914550781,317.75,321.8500061035156,20197800.0,321.8500061035156
2020-06-02,323.44000244140625,318.92999267578125,320.75,323.3399963378906,21910700.0,323.3399963378906
2020-06-03,326.20001220703125,322.29998779296875,324.6600036621094,325.1199951171875,26101800.0,325.1199951171875
